,Way_Id,Nod_ref,Tags
8962,138140249,"['1426357314', '1426357266', '1426357258', '1426357285', '1426357314']","{'name': 'Calle Torre de los Hidalgos', 'highway': 'pedestrian', 'area': 'yes'}"
8963,138143883,"['1613218884', '1514377012', '1514377010', '1025639975']","{'highway': 'tertiary', 'junction': 'roundabout'}"
8964,138144444,"['1384838122', '1514382098', '1514382094', '1613218879', '1613218877']",{'highway': 'track'}
8965,138144445,"['1384838092', '1514382093', '1514382094', '1384838142']",{'highway': 'track'}
8966,138144446,"['1384838116', '1514382097', '1514382098', '1384838110']",{'highway': 'track'}
8967,138144447,"['1384838121', '1514382100', '1514382102', '1384838104']","{'name': 'Calle la Caña', 'highway': 'track'}"
8968,138144448,"['420891536', '1514382103', '1514382101', '1514382099', '1514382095', '1886617472']","{'name': 'Calle la Zambra', 'highway': 'track'}"
8969,138144449,"['1384838095', '1384838141', '1384838084', '1514382100', '1514382099', '1514382096']","{'name': 'Calle la Reja', 'highway': 'track'}"
8970,138144450,"['1384838142', '1384838148']",{'highway': 'track'}
8971,138220034,"['1515201369', '1515201372']","{'name': 'Calle Hermanos Aragón', 'highway': 'pedestrian'}"
8972,138220035,"['1197483428', '1515201363']",{'highway': 'pedestrian'}
8973,138220037,"['1515201361', '1515201359']",{'highway': 'pedestrian'}
8974,138220038,"['1927341923', '1515201388']",{'highway': 'residential'}
8975,138220040,"['1515201348', '1515201359', '1899887868', '1515201366']",{'highway': 'pedestrian'}
8976,138220041,"['1515201355', '1515201361', '1197483872']",{'highway': 'pedestrian'}
8977,138223169,"['1515242651', '1515242656']","{'highway': 'service', 'access': 'private'}"
8978,138223170,"['1515242656', '1225983147']","{'highway': 'service', 'access': 'private'}"
8979,138223171,"['1175791926', '1515242662', '1515242663']","{'highway': 'service', 'access': 'private'}"
8980,138223172,"['1175791781', '1377496181', '1175791723']",{'highway': 'path'}
8981,138223173,"['1515242664', '1515242661', '1515242660', '1515242658']","{'highway': 'service', 'access': 'private'}"
8982,138223175,"['1515242657', '1175792070', '1175791526', '1175791758', '1175792003']","{'highway': 'service', 'access': 'private'}"
8983,138224777,"['1515267654', '1515267658', '1753728696', '1197483577']","{'name': 'Calle Cataluña', 'highway': 'pedestrian'}"
8984,138224780,"['1515267658', '1659165506']","{'name': 'Calle San Marcial', 'highway': 'pedestrian'}"
8985,138224781,"['1515267647', '1197482405']","{'name': 'Calle Santa María', 'highway': 'residential'}"
8986,138224782,"['1515267649', '1197482590', '1515267651', '1197482967', '1197482279']","{'name': 'Calle Simancas', 'highway': 'residential'}"
8987,138224784,"['1515267659', '1753728693', '1753728694', '1225983330']","{'name': 'Calle Talavera', 'highway': 'pedestrian'}"
8988,138224785,"['1515267657', '1515267651']","{'name': 'Placeta de Villaespesa', 'highway': 'pedestrian'}"
8989,138224786,"['1515267636', '1515267637']","{'highway': 'service', 'access': 'private'}"
8990,138224788,"['1175791903', '1175791806']",{'highway': 'residential'}
8991,138224790,"['1515267642', '1515267641', '1225983229']",{'highway': 'pedestrian'}
8992,138224791,"['1515267641', '1175791715', '1515267638']","{'highway': 'service', 'access': 'private'}"
8993,138255999,"['1515695296', '1012789154']","{'name': 'Calle Ogíjares', 'highway': 'pedestrian', 'oneway': 'yes'}"
8994,138256000,"['1012789120', '1012789786']","{'name': 'Plaza Catedrática Asunción Linares', 'highway': 'residential', 'oneway': 'yes'}"
8995,138256447,"['1515709725', '1362818907']","{'name': 'Calle Alhendín', 'highway': 'pedestrian'}"
8996,138257626,"['419831071', '1515731844', '1515731841', '1515731846', '1515731848', '1515731850', '1515731851', '1515731852', '1515731853', '1515731856', '1515731858', '1515731859', '1515731861', '1515731863', '1515731865', '1515731870', '1515731874', '1515731868', '1515731867', '1515731873', '1515731876', '1515731877', '1515731879', '1515731880', '1515731881', '1515731878', '83301278']","{'name': 'Camino del Cortijo de Alarcón', 'highway': 'track'}"
8997,138258190,"['1269991999', '1515746633', '1515746635', '1515746639', '1515746641']","{'name': 'Camino de los Abencerrajes', 'highway': 'path'}"
8998,138258191,"['1269992004', '1515746630', '1515746628', '1515746627', '1515746626', '1515746618', '1515746615', '620893354']","{'name': 'Camino de los Abencerrajes', 'highway': 'path'}"
8999,138258192,"['1098823448', '83301310', '1137639337', '83301309', '1098823451', '83301308', '1098823351', '83301303', '1098823584', '1098823383', '1098823218', '83301294', '1098823364', '1137603803', '1515776633', '1515776684', '83301284', '1137603826', '83301279', '1098823280', '83301278', '1137603921', '2036291043', '1428673039']","{'name': 'Carretera de La Zubia', 'highway': 'tertiary', 'ref': 'GR-3211', 'source': 'PNOA; datos oficiales'}"
9000,138258194,"['1515746637', '494839433', '1435248141', '1788736401']","{'highway': 'tertiary', 'ref': 'GR-3202', 'oneway': 'yes'}"
9001,138258195,"['1269991976', '1269991995', '1269991973', '1269991991', '1269991997', '1269991981', '1269991993']","{'highway': 'unclassified', 'noexit': 'yes'}"
9002,138258684,"['1515758954', '1515758956']","{'name': 'Calle Almajara', 'highway': 'residential'}"
9003,138259271,"['620828458', '1425712082', '1425712058', '1425712072', '1425712055', '1425712070', '1425712051', '1425712052', '1425712079', '1425712066', '1425712054', '1425712074', '1425712076', '1425712065', '1425712067', '1425712057', '620828437']","{'highway': 'service', 'oneway': 'yes'}"
9004,138259272,"['1515776565', '1515776551', '1515776548', '1515776549', '1515776570', '1515776575', '1515776580', '1515776589', '1515776597', '1515776600', '1515776604', '1515776606', '1515776615', '1515776622', '1515776625', '1515776650', '1515776660', '1515776667', '1515776723', '1515776729', '1515776734']","{'highway': 'track', 'tracktype': 'grade4'}"
9005,138259273,"['1515776633', '1515776620', '1515776613']",{'highway': 'track'}
9006,138259274,"['1515776684', '1515776700', '1515776704', '1515776695', '1515776690', '1515776687', '1515776692']","{'highway': 'track', 'tracktype': 'grade4'}"
9007,138262567,"['1271420818', '1679662949', '901544537', '901544667', '901544522', '901544581']","{'name': 'Calle Almenara', 'highway': 'residential'}"
9008,138264928,"['1421170856', '1515857225']","{'name': 'Calle Maitena', 'highway': 'pedestrian'}"
9009,138264930,"['1421170802', '1421170872', '1421170808', '1759827558', '1421170805', '1421170833', '1421170824', '1421170854']","{'name': 'Cuesta de la Plata', 'highway': 'residential', 'lanes': '1', 'oneway': 'yes'}"
9010,138306225,"['1516355296', '2240105828', '2240105846', '1516355297']","{'name': 'Plaza Catedrática Asunción Linares', 'highway': 'pedestrian'}"
9011,138306227,"['1516355301', '1516355306', '1516355304', '1516355299', '1516355301']",{'building': 'yes'}
9012,138306612,"['1516360537', '1516360534', '1516360539']","{'name': 'Calle Astrofísica', 'highway': 'pedestrian'}"
9013,138306613,"['1421414844', '1272297805']","{'name': 'Calle San Vicente de Paúl', 'highway': 'residential', 'oneway': 'no'}"
9014,138306614,"['1516360542', '1516360543', '1516360541']","{'name': 'Calle Santa Luisa de Marillac', 'highway': 'service', 'oneway': 'no'}"
9015,138307350,"['544810477', '1927532609', '544810743', '1516386705', '825307935', '1728827829', '1421161504', '1426819022', '825307933', '1143006672']","{'name': 'Calle Virgen del Rocío', 'highway': 'residential'}"
9016,138307534,"['1516386707', '1516386703']","{'name': 'Calle Maese Nicolás', 'highway': 'residential', 'service': 'driveway', 'oneway': 'no'}"
9017,138459225,"['1518097541', '1518097540']","{'highway': 'service', 'access': 'private'}"
9018,138461176,"['1518120732', '1518120734']",{'highway': 'service'}
9019,138464184,"['1518161584', '4214738449', '1518161589']","{'name': 'Pasaje Quinta Alegre', 'highway': 'steps'}"
9020,138464186,"['1518161615', '2240049082']",{'highway': 'steps'}
9021,138466785,"['534912569', '1345327299', '1345327311', '1345327316', '1345326809', '1345327232']","{'name': 'Plaza del Campillo Bajo', 'highway': 'residential', 'oneway': 'yes'}"
9022,138466786,"['49937404', '1654482519', '267110871']","{'name': 'Cuesta del Progreso', 'highway': 'residential', 'oneway': 'yes'}"
9023,138469479,"['581031388', '1645784127', '354662172', '354662173', '1645784118', '354662177', '354662179', '354662181', '582477798', '354662184', '354662188']","{'name': 'Calle Carrera de la Virgen', 'surface': 'paved', 'highway': 'residential', 'old_name': 'Calle Carrera del Genil', 'lanes': '1', 'oneway': 'yes'}"
9024,138469481,"['552870052', '552870049']","{'name': 'Callejón de Santo Domingo', 'highway': 'residential'}"
9025,138469482,"['552881956', '552881957', '552881960', '581052448']","{'name': 'Cuesta de Aixa', 'highway': 'residential'}"
9026,138469483,"['49937606', '1518256091']","{'name': 'Plaza del Campillo', 'highway': 'residential', 'motor_vehicle': 'no @ (05:00-23:00).'}"
9027,138469485,"['552881956', '1518256073']","{'name': 'Plaza del Campillo', 'highway': 'residential'}"
9028,138469487,"['1518256073', '1518256070', '1518256072']","{'highway': 'service', 'access': 'private'}"
9029,138470528,"['533642692', '1695966396', '1329638549']","{'name': 'Cuesta del Realejo', 'highway': 'pedestrian'}"
9030,138470967,"['1426375979', '1420209403']","{'name': 'Calle Aixa Bindt', 'highway': 'residential', 'oneway': 'yes'}"
9031,138476011,"['1215984574', '4174187296', '1241121181']","{'name': 'Calle Escritor Miguel Toro', 'highway': 'residential', 'oneway': 'yes'}"
9032,138476013,"['1215984651', '1215984470', '1215985162']","{'highway': 'service', 'access': 'private'}"
9033,138476014,"['1518363119', '1915201085', '1518363156', '1518363117', '2203663998', '2203663989', '1518363116', '1518363111', '1518363113', '1241121181']","{'highway': 'service', 'oneway': 'yes'}"
9034,138476979,"['1518375243', '1241121181']","{'name': 'Calle Escritor Francisco Villarreal', 'highway': 'residential'}"
9035,138476980,"['1518375243', '1518375246', '1518375250', '1215985063']","{'name': 'Calle Escritor Francisco Villarreal', 'highway': 'residential', 'oneway': 'yes'}"
9036,138476981,"['1215985063', '1518375252', '1362559916', '1362559852', '1518375243']","{'name': 'Calle Escritor Francisco Villarreal', 'highway': 'residential', 'oneway': 'yes'}"
9037,138481363,"['1225983191', '1518442683']","{'name': 'Plaza de Velázquez', 'highway': 'pedestrian'}"
9038,138481364,"['1518442683', '1197482107', '1197483283', '1515267649']","{'name': 'Plaza de Velázquez', 'highway': 'residential'}"
9039,138481365,"['1515267649', '1197483738', '1197482240', '1197482662']",{'highway': 'residential'}
9040,138512734,"['1518843256', '1518843254', '1518843253', '1518843252']","{'name': 'Calle Diego de Rivera', 'highway': 'residential'}"
9041,138551928,"['49953025', '1519299399', '1519299402', '1519299403', '1519299401', '1519299396', '1519299393', '1320837554']","{'name': 'Calle Alta Barranco Abogado', 'highway': 'residential'}"
9042,138551929,"['1519299378', '1519299380', '1519299381', '1519299383', '1519299385', '1519299389', '1519299392', '1519299395', '1519299397', '1519299398', '1519299405']","{'name': 'Calle Carmen de los Fosos', 'highway': 'residential'}"
9043,138552213,"['49953036', '1519300322', '1519300323']","{'name': 'Calle Callejuela', 'highway': 'residential'}"
9044,138553170,"['1519303679', '1519303676', '1519303671', '1519303664', '1519303655']","{'name': 'Calle Hinojo', 'highway': 'residential'}"
9045,138553171,"['1320837118', '1519303659', '1519303657', '1519303652', '1519303644', '1519303641', '1519303649']","{'name': 'Calle Mejorana', 'highway': 'residential'}"
9046,138553172,"['1519303698', '1519303704', '1519303708', '1519303700', '1519303696', '1519303693', '1519303688', '1519303687', '1519303684', '1426439481']",{'highway': 'path'}
9047,138553173,"['1519299387', '1519303716', '1519303722', '1519303724', '1519303730', '1519303728', '1519303726', '1519303718', '1519303712', '1519303710', '1519303702', '1519303695', '1519303689', '1519303682', '1426439481']",{'highway': 'path'}
9048,138553174,"['1519303704', '1519303706']",{'highway': 'path'}
9049,138553175,"['1519303728', '1519303734']",{'highway': 'steps'}
9050,138553176,"['1519303710', '1519303714']",{'highway': 'steps'}
9051,138553177,"['1519303724', '1519303706']",{'highway': 'steps'}
9052,138553178,"['1519303705', '1519303714', '1519303725', '1519303732', '1519303734']",{'highway': 'path'}
9053,138553315,"['1519304853', '1519304860', '1519304861', '1519304851', '1519304841', '1519304834', '1519304830', '1519304826', '1519304822', '1519304820', '1519304814', '1519304810']","{'name': 'Calle Perchel Alto', 'highway': 'pedestrian'}"
9054,138553316,"['1519304843', '1519304857', '1519304853', '1673961657', '1673961655', '1519304849', '1673961652', '1519304842', '1519304840', '1519304838', '1519304836', '1519304832', '1519304828', '1519304818', '1519304812', '1519304810', '1519304808', '1519303661']","{'name': 'Calle Perchel Bajo', 'highway': 'pedestrian'}"
9055,138553317,"['1519304824', '1519304820']",{'highway': 'pedestrian'}
9056,138554094,"['1320837288', '1519313352', '1519313351', '1519313350', '1519313349', '1519313346']","{'name': 'Calle Ortiga', 'highway': 'residential'}"
9057,138554675,"['1519319250', '1882200422', '1519319252']","{'name': 'Calle Morrón del Hornillo', 'highway': 'residential'}"
9058,138554678,"['1519319251', '1882200452', '1519319258', '1519319260', '1519319259', '1519319256', '1519319254', '1519319252']","{'name': 'Calle Morrón del Mediodía', 'highway': 'residential'}"
9059,138555912,"['1421178096', '1421178131']","{'name': 'Calle Manzanilla de la Sierra', 'highway': 'residential'}"
9060,138555913,"['1519330531', '1519330535', '1421178096']",{'highway': 'residential'}
9061,138557204,"['763184023', '1760117403']","{'name': 'Paseo Fuente de la Bicha', 'highway': 'track'}"
9062,138557205,"['763184023', '763184024', '763184025', '763184021', '1519338985', '763184033', '763184019', '763184020', '763184018', '1519338990', '763184017', '763184010', '763184011', '763184012', '763184013', '763184015']","{'name': 'Paseo Fuente de la Bicha', 'highway': 'track'}"
9063,138557206,"['1760117274', '1519338975', '1519338973', '1519338972', '1519338971', '1519338970', '1519338969', '1519338968', '1519338967', '1519338966', '1519338965', '1519338962', '1519338963', '1519338964', '1519338961', '1519338959', '1519338956', '1519338958', '1519338960', '1519338957', '1519338955', '1519338954', '1519338952', '1519338950', '1519338951', '1519338953', '763120909']","{'name': 'Paseo Fuente de la Bicha', 'highway': 'track'}"
9064,138557207,"['1519338975', '1519338974', '1519338976', '1519338977', '1519338978', '1519338979', '1519338981', '1519338982', '1519338984', '1519338983', '1519338980']",{'highway': 'track'}
9065,138557208,"['1519338981', '1760117294']",{'highway': 'track'}
9066,138557209,"['763120909', '763120910', '763120913', '763120914', '763120916', '763120917', '763120919', '763120920', '763120922', '763120924', '763120926', '763120928', '763120884', '763120886', '763120887', '763120890', '763120892', '763120893', '763120895', '763120896', '763120898', '763120899', '763120901', '763120903', '763120905', '763120878']",{'highway': 'footway'}
9067,138557210,"['1519338990', '1519338989', '1519338988', '1519338987', '1519338986']",{'highway': 'track'}
9068,138559938,"['1519370512', '1519370507']","{'highway': 'service', 'access': 'private'}"
9069,138559939,"['1519370530', '1519370526']","{'highway': 'service', 'access': 'private'}"
9070,138559940,"['1519370513', '1519370525']","{'highway': 'service', 'access': 'private'}"
9071,138559941,"['1519370492', '1519370496']","{'highway': 'pedestrian', 'access': 'private'}"
9072,138559945,"['1519370508', '1519370517']","{'highway': 'pedestrian', 'access': 'private'}"
9073,138559946,"['1519370529', '1519370524']","{'highway': 'service', 'access': 'private'}"
9074,138559947,"['1519370515', '1519370511']","{'highway': 'service', 'access': 'private'}"
9075,138559951,"['1519370491', '1519370494']","{'highway': 'pedestrian', 'access': 'private'}"
9076,138559953,"['1519370506', '1519370521']","{'highway': 'service', 'access': 'private'}"
9077,138559954,"['1519370533', '1519370532']","{'highway': 'service', 'access': 'private'}"
9078,138559956,"['1519370527', '1519370523']","{'highway': 'service', 'access': 'private'}"
9079,138559958,"['1519370514', '1519370497', '1519370510']","{'highway': 'service', 'access': 'private'}"
9080,138559959,"['1519370493', '1519370516', '1519370509']","{'highway': 'service', 'access': 'private'}"
9081,138559960,"['1519370531', '1519370530', '1519370527']","{'highway': 'service', 'access': 'private'}"
9082,138559963,"['620816456', '1519370490', '1519370495', '1519370504']","{'highway': 'service', 'access': 'private'}"
9083,138559965,"['1519370528', '1519370522', '1519370520', '1519370519', '1519370518']","{'highway': 'service', 'access': 'private'}"
9084,138560417,"['1272253795', '1519380905', '1519380906', '1519376693', '1272253795']","{'name': 'Plaza del Moro', 'highway': 'residential', 'area': 'yes'}"
9085,138560419,"['1519376690', '901544597', '1274458277']",{'highway': 'pedestrian'}
9086,138561296,"['1519382164', '1428715958']",{'highway': 'steps'}
9087,138561297,"['901544607', '1519382153', '1519382155', '1519382158', '1519382161', '1519382175']",{'highway': 'residential'}
9088,138561298,"['1519382156', '1519382160', '1519382163', '1519382175', '1519382176', '1519382177']",{'highway': 'residential'}
9089,138561562,"['1519387706', '1519387707', '1519387709', '1519387708', '1519387710', '1519387711', '1519387713']","{'name': 'Cuesta del Trevenque', 'highway': 'steps'}"
9090,138561564,"['1519387717', '1759827559', '1519387714', '1519387715', '1519387712']","{'name': 'Cuesta de Vacares', 'highway': 'steps'}"
9091,138561566,"['1421170854', '1519387704', '1519387701', '1519387702', '1519387705', '1519387703', '1645448883', '1645448884', '1645448885']",{'highway': 'residential'}
9092,138561638,"['1519387718', '1423131241', '1519387720', '1759827565', '265956122']","{'name': 'Plaza De Don Pedro Manjón', 'highway': 'residential'}"
9093,138561983,"['1519391134', '1519391130', '1519391129']","{'name': 'Calle Secanillo Alto', 'highway': 'residential'}"
9094,138562438,"['1519394910', '1519394907', '1519394908', '1519394905', '1519394903', '1519394892', '1519394886', '1519394879', '1519394883', '1519394889', '1519394895', '1519394904']","{'name': 'Calle Cuevas del Palomo', 'highway': 'path'}"
9095,138562439,"['1320836998', '1519394916', '1519394914', '1519394912', '1519394910']","{'name': 'Calle Cuevas del Palomo', 'highway': 'residential'}"
9096,138563344,"['1426439557', '1072845583', '1072845570']","{'name': 'Paseo de la Sabica', 'highway': 'residential', 'oneway': 'yes'}"
9097,138564288,"['533642658', '297886280', '290969346', '290969343']","{'name': 'Plaza Arquitecto García de Paredes', 'highway': 'residential'}"
9098,138564523,"['1519420685', '1519420687', '1519420682', '1519420683']","{'name': 'Calle Antequeruela Alta', 'highway': 'service'}"
9099,138564524,"['790501679', '1519420709', '1519420692', '1519420690', '1519420693']","{'name': 'Callejón de Matamoros', 'highway': 'service'}"
9100,138566119,"['582471192', '1329691429', '1329691384', '1694984269', '1329691447', '1329691374']","{'name': 'Calle Hoteles de Belén Calle A', 'highway': 'residential'}"
9101,138566120,"['1329638624', '1519436028', '1694984284', '1329610246']","{'name': 'Calle Parra de San Cecilio', 'highway': 'steps'}"
9102,138566121,"['1329638624', '1519436024', '1519436023']","{'name': 'Plaza de San Cecilio', 'highway': 'pedestrian'}"
9103,138567697,"['1519470262', '1329638666']","{'name': 'Calle Panaderas de San Cecilio', 'highway': 'pedestrian'}"
9104,138567699,"['1519470260', '1519470261']","{'name': 'Calle Rejas de San Cecilio', 'highway': 'pedestrian'}"
9105,138618504,"['1274525252', '1814778429', '1814778427', '1814778425', '1362559934', '1274525430']","{'name': 'Calle La Malahá', 'highway': 'residential'}"
9106,138618506,"['1519975015', '1519975021']","{'name': 'Calle Mozárabe', 'highway': 'pedestrian'}"
9107,138618507,"['1519975008', '1519975018']","{'name': 'Calle Mozárabe', 'highway': 'pedestrian'}"
9108,138618508,"['1274525430', '1814778421', '1814778419', '1814778416', '1274525289']","{'name': 'Calle Muladíes', 'highway': 'residential'}"
9109,138621143,"['1362531968', '1520001436', '1520001437', '1362532041', '1362531963', '1520001440', '1520001460', '1520001465', '1520001469', '1520001489', '1520001496', '1520001497', '1362531915', '1814778458', '1520001513', '1375756185']",{'highway': 'cycleway'}
9110,138621144,"['1520001431', '1520001418', '1814778421']",{'highway': 'footway'}
9111,138621145,"['1362532095', '1520001458', '1520001440', '1520001435', '1814778427']",{'highway': 'footway'}
9112,138621146,"['1362531996', '1520001464', '1520001460', '1520001438', '1520001435']",{'highway': 'footway'}
9113,138621645,"['265806776', '265806490', '1645689996', '1645689992', '1197482753', '265806491', '1377544599', '544480829', '265806493', '1645676712', '1420247335', '1645676704', '265806494']","{'name': 'Paseo del Emperador Carlos V', 'highway': 'primary', 'oneway': 'yes'}"
9114,138621646,"['265806937', '265806938', '1435734902']","{'name': 'Paseo del Emperador Carlos V', 'highway': 'primary', 'oneway': 'yes'}"
9115,138622436,"['1520010898', '1520010900', '1520010904', '1520010907', '1520010902', '1520010896']","{'name': 'Colonia de San Sebastián', 'highway': 'residential', 'oneway': 'yes', 'access': 'private'}"
9116,138623111,"['1362531881', '1520020166', '1520020162', '1520020159', '544809516']","{'name': 'Calle Emir', 'highway': 'residential', 'oneway': 'yes'}"
9117,138623112,"['1520020189', '1520020172', '1520020170', '1520020168']","{'name': 'Calle Omeya', 'highway': 'pedestrian'}"
9118,138625477,"['21478901', '33244592', '1132186356', '33244591', '1520053703', '33244590']","{'name': 'Calle Eudoxia Píriz', 'highway': 'primary', 'short_name': 'Eudoxia Píriz', 'oneway': 'yes'}"
9119,138625481,"['1375756213', '544536043', '1375756214', '544536047', '544536051', '1279662463', '544536057', '1132186359']",{'highway': 'cycleway'}
9120,138626824,"['1520076196', '1520076206', '1520076207']","{'highway': 'footway', 'foot': 'permissive'}"
9121,138628093,"['1219796013', '1520097246']","{'name': 'Calle Profesor Agustín Escribano', 'highway': 'pedestrian'}"
9122,138628096,"['1520097247', '1219796084']","{'name': 'Calle Profesor Agustín Escribano', 'highway': 'pedestrian'}"
9123,138628098,"['1520097248', '1520097250', '1520097251']","{'name': 'Calle Profesor Agustín Escribano', 'highway': 'pedestrian'}"
9124,138628099,"['1352920048', '1352920033', '1828450095', '1352920142', '1520121288', '1520097261']","{'name': 'Calle Turín', 'highway': 'residential', 'oneway': 'yes'}"
9125,138628103,"['1520097249', '1520097250', '1520097252', '1520076208', '1520097253', '1721660015', '1520097261']","{'name': 'Calle Turín', 'highway': 'pedestrian'}"
9126,138629582,"['1352920142', '1673932433', '1673932465', '582468703']","{'name': 'Plaza Gerardo Cuerva', 'highway': 'residential', 'oneway': 'yes'}"
9127,138629583,"['1520121319', '1520121322', '1520121314', '1520121317', '1520121312', '1520121295', '1520121290']","{'highway': 'service', 'oneway': 'yes'}"
9128,138631236,"['1520148400', '1520148434']","{'name': 'Calle Nereidas', 'highway': 'pedestrian'}"
9129,138631237,"['1520148364', '1520148370', '1520148390', '1520148397']","{'name': 'Glorieta Víctimas del Terrorismo', 'highway': 'pedestrian'}"
9130,138631238,"['1520148453', '303991386']","{'highway': 'primary', 'oneway': 'yes'}"
9131,138631239,"['1520148394', '1520148407']",{'highway': 'service'}
9132,138631240,"['1520148410', '1520148407', '1520148403', '1520148413', '1520148429', '1520148439']","{'highway': 'service', 'oneway': 'yes'}"
9133,139267027,"['1116095085', '1526711593', '1526711594']","{'name': 'Cuesta de Carvajales', 'highway': 'steps'}"
9134,142468996,"['1559162619', '1587448022', '1559162596', '1559162607', '1814664162', '1814664160', '1814664158', '1596058302']","{'name': 'Distribuidor Norte', 'highway': 'secondary', 'ref': 'A-4006', 'oneway': 'yes'}"
9135,142471163,"['1016437350', '1559167618', '1559167615', '1559167606', '1559167623', '1588279279', '1893742681', '1893742683', '1427979715']","{'name': 'Distribuidor Norte', 'highway': 'secondary', 'ref': 'A-4006', 'oneway': 'yes'}"
9136,142471164,"['1016436373', '1559167603', '1559167621', '1639316723', '1639316728']","{'name': 'Distribuidor Norte', 'highway': 'secondary', 'ref': 'A-4006', 'oneway': 'yes'}"
9137,142916150,"['49953146', '1563768595', '1694984302', '1563768592']","{'name': 'Callejón de Santa Catalina', 'highway': 'pedestrian'}"
9138,142916311,"['1563777410', '1563777456', '1563777421', '1563777462', '1695966459', '1329638528']","{'surface': 'gravel', 'highway': 'path', 'sac_scale': 'hiking', 'trail_visibility': 'excellent'}"
9139,143329933,"['1568567232', '1568567229', '1568567225', '1568567200', '1568567173', '1568567145', '1568567123', '1568567116', '1568567115', '1568567091', '1568567068', '1568567065', '1568567063', '1568567069', '1568567066', '1568567061', '1568567060', '1568567059', '1568567049', '1568567046', '1568567058', '1568567052', '1568567029', '1568567032', '1568567051', '1568567048', '1568567045', '1568567043', '1568567035', '1568567034', '1568567041', '1568567033', '1568567031', '1568567028', '1568567025', '1568567008', '1568567007', '1568567004', '1568567000', '1568567002', '1568566999', '1568566998', '1568566979', '1568566977', '1568566974', '1568566959', '1568566962', '1568566970', '1568566983', '1568566966', '1568566996', '1568566997', '1568567022', '1568567089', '1568567142', '1568567207', '1568567237', '1568567259', '1568567258', '1568567288', '1568567311', '1568567343', '1568567367', '2274016157', '2274016159', '1568567392', '1568567408', '1568567411', '1568567415', '1568567420', '1568567421', '1568567428', '1568567433', '1568567432', '1568567423', '1568567425', '1568567418', '1568567413', '1568567406', '1568567403', '1568567390', '1568567395', '1568567388', '1568567387', '1568567385', '1568567382', '1568567383', '1568567374', '1568567372', '1568567369', '1568567364', '1568567370', '1568567362', '1568567357', '1568567347', '1568567360', '1568567346', '1568567345', '1568567342', '1568567344', '1568567341', '1568567340', '1568567327', '1568567326', '1568567322', '1568567318', '1568567308', '1568567306', '1568567307', '1568567304', '1568567293', '1568567290', '1568567285', '1568567282', '1568567281', '1568567278', '1568567277', '1568567274', '1568567260', '1568567257', '1568567255', '1568567253', '1568567252', '1568567250', '1568567239', '1568567235', '1568567234', '1568567226', '1568567210', '1568567205', '1568567201', '1568567194', '1568567190', '1568567188', '1568567177', '1568567174', '1568567171', '1568567169', '1568567153', '1568567149', '1568567138', '1568567135', '1568567121', '1568567120', '1568567118', '1568567096', '1568567113', '1568567093', '1568567081', '1568567080', '1568567084', '1568567112', '1568567132', '1568567141', '1568567150', '1568567167', '1568567176', '1568567179', '1568567196', '1568567222', '1568567232']",{'landuse': 'orchard'}
9140,144795204,"['1582992122', '1085265184', '1582992132', '1582992159', '1582992362', '1582992055', '1582992461', '1582992452', '1582991959', '1582991961', '1582991967', '1582992049', '1582992072', '1582992047', '1582992259', '1582992289', '1582992298', '1582992042', '1582992130', '1582992019', '1582992086', '1582992155', '1582992360', '1582992376', '1582992443', '1582991969', '1582991973', '1582992027', '1582992025', '1582992479', '1582992295', '1582992366', '1582992373', '1582992416', '1582992415', '1582992451', '1582992506', '1582992448', '1582992470', '1582992503', '1582992499', '1582992021', '1582991957', '1582992082', '1582992326', '1582992436', '1582991962', '1582992077', '1582992301', '1582992304', '1582992406', '1582992417', '1582992449', '1582992509', '1582992511', '1582992504', '1582992400', '1582992409', '1582992413', '1582992457', '1582992446', '1582992440', '1582992476', '1582992482']","{'source:date': '2008', 'bicycle': 'yes', 'source': 'PNOA', 'layer': '1', 'highway': 'track', 'surface': 'unpaved'}"
9141,144795211,"['1582992342', '1582992039', '1582992066', '1582992079', '1582992161', '1582992128', '1582992015', '1582992165', '1582991993', '1582992513', '1582991960', '1582992013', '1582992005', '1582992011', '1582992017', '1582992070', '1582992057', '1582992033']","{'source:date': '2008', 'bicycle': 'yes', 'source': 'PNOA', 'layer': '-2', 'highway': 'track', 'surface': 'unpaved'}"
9142,144795218,"['1582992053', '1582991991', '1582991965', '1582991996', '1582992445', '1582992119', '1582992075', '1582992508']",{'highway': 'path'}
9143,144795219,"['1172618377', '1582992339', '1582992320', '1582992168', '1582992126', '1582992121', '1582992030', '1582992007', '1582991999', '1582992134', '1582992496', '1582992364', '1582992438', '1582992450', '1582992420', '1582992404', '1582992402', '1582992379', '1582992345', '1582992355', '1582992328', '1582992169', '1582992157', '1582992124', '1582992120', '1582992116', '1582992035', '1582992068', '1582992492', '1582991971', '1582992434', '1582992154', '1172618333', '1172618352', '1172618363', '1172618371', '1172618319', '882485695', '882485561', '882485228', '882485123', '882485407', '882485314', '882485617']","{'name': 'Río Darro', 'source:date': '2008', 'waterway': 'river', 'source': 'PNOA'}"
9144,144798251,"['1583016864', '1583016847', '1583016877', '1583016904', '1583016864']",{'leisure': 'pitch'}
9145,144798252,"['1583016881', '1583016879', '1583016856', '1583016882', '1583016881']",{'leisure': 'pitch'}
9146,144798253,"['1583016893', '1583016845', '1583016899', '1583016843', '1583016893']",{'leisure': 'pitch'}
